Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2016 [YR2016],2019 [YR2019]
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Saudi Arabia,SAU,..,0,0,0,0,..,0
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Senegal,SEN,..,0.47277,0.47006,0.41237,0.37351,..,0.40913
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Serbia,SRB,..,..,..,9.93455,7.84315,..,7.88971
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Seychelles,SYC,..,7.41475,8.08049,7.76804,12.03243,..,11.98621
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Sierra Leone,SLE,..,0.22448,0.22447,0.31206,0.30534,..,0.26448
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Singapore,SGP,..,2.27639,1.61736,1.92265,1.91192,..,1.87287
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Slovak Republic,SVK,..,11.09334,10.61838,10.54253,10.31864,..,10.47519
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Slovenia,SVN,..,12.09817,11.8105,11.14347,11.57815,..,10.97589
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Solomon Islands,SLB,..,0.75746,1.04491,1.11571,1.0704,..,1.61601
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Somalia,SOM,..,0,0,0,0,..,0
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,South Africa,ZAF,..,8.96411,8.74658,8.67807,8.88007,..,8.76621
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,South Sudan,SSD,..,..,..,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Spain,ESP,..,11.66679,11.95362,9.48963,9.94182,..,10.91336
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Sri Lanka,LKA,..,1.87767,2.0569,2.60332,2.86093,..,2.82954
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,St. Kitts and Nevis,KNA,..,6.45746,7.78943,6.46794,6.11651,..,6.34118
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,St. Lucia,LCA,..,10.34978,11.53567,9.59824,8.63178,..,9.47123
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,St. Martin (French part),MAF,..,..,..,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,St. Vincent and the Grenadines,VCT,..,4.5908,5.39126,6.65703,7.00715,..,7.15801
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Sudan,SDN,..,0,0,0.04509,0.18558,..,0.00506
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Suriname,SUR,..,4.73893,4.96837,5.70046,5.67636,..,6.63315
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Sweden,SWE,..,9.3746,9.31084,9.78872,9.4453,..,9.29617
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Switzerland,CHE,..,12.48461,11.66147,11.31707,10.69437,..,10.39688
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Syrian Arab Republic,SYR,..,1.2907,1.10844,0.99178,0.29004,..,0.19829
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Tajikistan,TJK,..,0.90118,0.76232,0.69156,0.88627,..,0.86628
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Tanzania,TZA,..,11.43022,11.5285,11.92389,11.64543,..,10.35652
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Thailand,THA,..,8.61376,9.35967,7.56742,8.16237,..,7.84894
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Timor-Leste,TLS,..,0.54794,0.3132,0.29577,0.47328,..,0.40188
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Togo,TGO,..,1.49688,1.69345,1.79366,1.72385,..,1.42014
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Tonga,TON,..,1.46143,1.64124,1.18253,0.36311,..,0.37713
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Trinidad and Tobago,TTO,..,5.011,5.99176,6.15249,6.23252,..,6.06472
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Tunisia,TUN,..,1.6287,1.70784,1.66206,2.02867,..,2.01463
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Turkiye,TUR,..,2.46224,2.0562,2.12205,1.89513,..,1.82036
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Turkmenistan,TKM,..,2.63152,2.65514,2.66016,3.20481,..,2.92752
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Tuvalu,TUV,..,1.75872,1.80488,1.59136,1.86243,..,1.24819
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Uganda,UGA,..,17.78958,17.15943,13.99821,13.28192,..,12.2144
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Ukraine,UKR,..,10.5825,10.27644,11.65607,9.72957,..,8.69842
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,United Arab Emirates,ARE,..,1.75983,1.76984,1.95895,2.36656,..,2.36873
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,United Kingdom,GBR,..,12.27756,12.37859,10.95399,10.51561,..,10.8168
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,United States,USA,..,9.05296,9.29658,9.34309,9.48589,..,9.56731
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Uruguay,URY,..,6.97211,6.39501,6.31048,6.02212,..,5.45265
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Uzbekistan,UZB,..,3.53753,4.33527,1.78629,2.54709,..,2.60223
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Vanuatu,VUT,..,1.26851,1.17162,1.66663,1.68768,..,1.87288
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,"Venezuela, RB",VEN,..,8.17039,8.43051,7.74988,6.05004,..,3.01625
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Viet Nam,VNM,..,3.28119,4.80995,7.36591,8.85372,..,9.33984
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,West Bank and Gaza,PSE,..,..,..,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,"Yemen, Rep.",YEM,..,0.12236,0.07173,0.05843,0.04023,..,0.02778
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Zambia,ZMB,..,3.5577,3.3306,3.30821,3.72765,..,3.85176
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Zimbabwe,ZWE,..,3.0261,2.74545,3.31307,3.74794,..,3.62809
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Africa Eastern and Southern,AFE,..,5.43357078589774,5.0566862872712,4.74291518686755,4.75979799686623,..,4.61112654273214
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Africa Western and Central,AFW,..,5.71693775150103,5.76099265216888,4.70869637012364,4.4374260825495,..,4.25634469489539
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Arab World,ARB,..,0.369288589299127,0.381183825874544,0.412425146461209,0.393112924807628,..,0.358011888075817
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Caribbean small states,CSS,..,4.66845822313156,4.99636963490809,4.98464450225195,5.16945061610869,..,5.28340872247361
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Central Europe and the Baltics,CEB,..,12.6459275922354,12.8505537358352,12.6264661616145,12.5401079177272,..,12.5546157936019
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Early-demographic dividend,EAR,..,2.11393045410239,2.27500522347961,3.27340516950354,3.43172493540766,..,3.4495557549155
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,East Asia & Pacific,EAS,..,3.9430639539088,3.84571263086071,5.42817662303312,6.37289959582751,..,5.37241718187844
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,East Asia & Pacific (excluding high income),EAP,..,3.36241720405557,3.3392709987282,5.16088502361212,6.2498708818451,..,5.15149285419615
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,East Asia & Pacific (IDA & IBRD countries),TEA,..,3.35567309549119,3.32977010579265,5.17014140936883,6.27264803629724,..,5.1624099745568
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Euro area,EMU,..,12.1866222687039,11.5806167314647,10.6731511494584,10.513159396848,..,10.5596040554149
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Europe & Central Asia,ECS,..,11.1695686894475,10.9835308364957,10.2510785611633,9.50170347219308,..,9.24439052554138
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Europe & Central Asia (excluding high income),ECA,..,9.5723598634987,9.68667932194925,9.12851841153505,7.66326187793011,..,6.96015949086617
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Europe & Central Asia (IDA & IBRD countries),TEC,..,10.1219222829898,10.2349963718548,9.73741196778495,8.43530340863265,..,7.83249691292757
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,European Union,EUU,..,12.2802025760913,11.8286691407155,11.0782007771916,10.9058955001652,..,10.9506990305612
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Fragile and conflict affected situations,FCS,..,4.70195929581294,4.41093947608791,3.7871635847748,3.42437499464706,..,3.20825016140992
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Heavily indebted poor countries (HIPC),HPC,..,4.43367946771708,4.16466355629592,3.97358004835587,3.98519465533976,..,3.91466320893181
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,High income,HIC,..,10.1837985387331,9.95723873505295,9.43260470634701,9.24590212140244,..,9.21893866154397
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,IBRD only,IBD,..,4.17199460105667,4.18903066783938,5.56987626447828,5.93500289314528,..,5.29235529191293
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,IDA & IBRD total,IBT,..,3.96269566202669,3.95768606761498,4.98273419501465,5.25751921292926,..,4.72819491243637
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,IDA blend,IDB,..,3.64894884296823,3.68709100347525,2.680097551703,2.54594368917724,..,2.52279561313361
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,IDA only,IDX,..,2.73301249343137,2.6233500056208,2.61354283235241,2.78196965328557,..,2.82245713131275
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,IDA total,IDA,..,3.03928432499773,2.98029831833419,2.63597711303402,2.70293022546466,..,2.72349852427688
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Late-demographic dividend,LTE,..,5.35674045963289,5.3093901245062,6.79680925235155,7.52997535398774,..,6.38268778789183
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Latin America & Caribbean,LCN,..,6.8400881287874,6.6773276400239,6.74316945044882,6.50413468134729,..,6.20292846561901
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Latin America & Caribbean (excluding high income),LAC,..,6.80049734571284,6.5727814974816,6.66216655876689,6.48921068422428,..,6.33582150848942
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,6.87737247959003,6.70030154355497,6.771963898881,6.51795922324455,..,6.20634198100325
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Least developed countries: UN classification,LDC,..,2.71894394666809,2.62437123536591,2.68392817767167,2.87943618600116,..,2.90312199632618
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Low & middle income,LMY,..,3.79192811361183,3.79397749450085,4.84930761417662,5.14906211584692,..,4.63448710110643
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Low income,LIC,..,3.4767403806277,3.09623646986308,2.75521127842045,2.85511740661255,..,2.88060334171031
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Lower middle income,LMC,..,2.53663470175612,2.79505752419007,3.92865975550677,4.06286295593913,..,4.03627239443929
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Middle East & North Africa,MEA,..,0.397099392400891,0.415901342113213,0.6663442730325,0.48978873123207,..,0.529906460742611
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Middle East & North Africa (excluding high income),MNA,..,0.326300863055234,0.345447115146313,0.611257480758778,0.400918950648136,..,0.449649846811981
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Middle East & North Africa (IDA & IBRD countries),TMN,..,0.326300863055234,0.345447115146313,0.611257480758778,0.400918950648136,..,0.449649846811981
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Middle income,MIC,..,3.81244437320586,3.84180619413327,5.00368735256761,5.33024049897198,..,4.78383019923642
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,North America,NAC,..,9.0854737156008,9.34302942142494,9.4324163699182,9.53052665146662,..,9.60215685534308
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Not classified,INX,..,..,..,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,OECD members,OED,..,9.49683521056957,9.28731066740697,8.80520806426142,8.62186623655336,..,8.63474152915647
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Other small states,OSS,..,5.54915394519841,5.85916475804082,5.44790211940686,5.19414632609417,..,4.89116543397833
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Pacific island small states,PSS,..,2.08452397332879,2.14975101323049,2.11766534485823,2.07489074799114,..,2.38151896163374
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Post-demographic dividend,PST,..,10.3356296044461,10.0939002260531,9.72504671133233,9.48781284050355,..,9.47811268400303
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Pre-demographic dividend,PRE,..,5.38080635342767,5.13668555530438,4.37744925667668,4.14912624583392,..,3.9028222567928
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Small states,SST,..,5.11917131219177,5.42899404561118,5.15834098733681,5.01599106063045,..,4.83136982538857
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,South Asia,SAS,..,1.55407493693388,1.86686371016621,3.58598897077457,3.84929360379015,..,3.81843071791178
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,South Asia (IDA & IBRD),TSA,..,1.55407493693388,1.86686371016621,3.58598897077457,3.84929360379015,..,3.81843071791178
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Sub-Saharan Africa,SSF,..,5.54912849653161,5.3432964385355,4.72902737756525,4.62988613745102,..,4.4687049289601
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Sub-Saharan Africa (excluding high income),SSA,..,5.5488351188313,5.34290319204785,4.7286055494724,4.6289497988949,..,4.46782426491996
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,5.54912849653161,5.3432964385355,4.72902737756525,4.62988613745102,..,4.4687049289601
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Upper middle income,UMC,..,4.86885057625235,4.73841223595313,5.96703922302112,6.52555071997753,..,5.51966554074218
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,World,WLD,..,5.10883707454574,5.00608614264391,5.72043303169343,5.89343016824882,..,5.43434941940392
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Afghanistan,AFG,..,0.00065,0.00629,0.00291,0.00205,..,0.00379
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Albania,ALB,..,1.6685,2.03405,2.26229,1.85286,..,1.87937
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Algeria,DZA,..,0.07531,0.11727,0.10658,0.13844,..,0.14296
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,American Samoa,ASM,..,..,..,..,..,..,..
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Andorra,AND,..,5.70164,5.5793,4.94453,4.90124,..,5.00391
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Angola,AGO,..,2.25737,2.95847,3.72388,3.45379,..,2.70738
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Antigua and Barbuda,ATG,..,2.2772,2.57774,2.45904,3.15071,..,3.63256
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Argentina,ARG,..,3.12012,2.84923,3.56538,3.96869,..,3.71312
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Armenia,ARM,..,1.54893,2.07669,2.19883,2.1553,..,2.151
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Aruba,ABW,..,..,..,..,..,..,..
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Australia,AUS,..,4.9208,5.05318,5.19734,4.87468,..,4.73783
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Austria,AUT,..,5.87711,5.75231,5.58297,5.5633,..,5.45854
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Azerbaijan,AZE,..,0.45202,0.5178,0.51598,0.39766,..,0.53951
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,"Bahamas, The",BHS,..,2.06341,1.99934,1.83184,1.85088,..,1.86966
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Bahrain,BHR,..,0.63327,0.53563,0.53212,0.42257,..,0.34368
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Bangladesh,BGD,..,0.0009,0.00059,0.00092,0.00116,..,0.00124
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Barbados,BRB,..,2.90305,3.24709,3.44201,3.80549,..,3.91183
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Belarus,BLR,..,5.75789,5.83655,6.81932,4.96855,..,4.88579
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Belgium,BEL,..,5.15116,5.07771,5.12689,5.08809,..,4.65149
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Belize,BLZ,..,1.94819,2.50744,2.59466,2.66736,..,2.37582
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Benin,BEN,..,0.92688,0.87474,2.59342,3.17653,..,3.26872
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Bermuda,BMU,..,..,..,..,..,..,..
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Bhutan,BTN,..,1.08644,0.66943,0.21679,0.1028,..,0.0626
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Bolivia,BOL,..,1.44597,1.76729,2.17066,1.99974,..,1.89509
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Bosnia and Herzegovina,BIH,..,1.7509,1.99073,2.02234,2.08292,..,2.23367
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Botswana,BWA,..,2.44813,2.63479,2.60668,2.42996,..,2.81061
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Brazil,BRA,..,3.76431,3.59958,3.74142,3.50814,..,3.27229
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,British Virgin Islands,VGB,..,..,..,..,..,..,..
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Brunei Darussalam,BRN,..,0.07659,0.06469,0.10329,0.14223,..,0.14023
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Bulgaria,BGR,..,4.79656,4.47534,4.42833,4.70635,..,4.90504
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Burkina Faso,BFA,..,2.70764,2.87467,2.72539,3.27224,..,3.31405
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Burundi,BDI,..,3.02946,2.54881,2.42169,1.5732,..,1.54148
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Cabo Verde,CPV,..,2.01568,2.20018,2.38197,2.44361,..,2.62504
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Cambodia,KHM,..,0.69591,1.09928,1.87222,2.84148,..,3.42634
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Cameroon,CMR,..,4.41826,4.75693,5.24208,4.4229,..,4.13693
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Canada,CAN,..,4.10505,4.28457,4.49131,4.34831,..,4.33655
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Cayman Islands,CYM,..,..,..,..,..,..,..
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Central African Republic,CAF,..,0.93146,0.90856,0.9759,0.76613,..,0.78987
